SimpleName,num,bleu score,description,MethodName,all score
addTreeExpansionListener,1,1,Adds a listener for TreeExpansion events.,;javax.swing.JTree.addTreeExpansionListener(TreeExpansionListener),;1
addTreeModelListener,1,1,Adds a listener for the TreeModelEvent posted after the tree changes.,;javax.swing.tree.DefaultTreeModel.addTreeModelListener(TreeModelListener),;1
addTreeWillExpandListener,1,1,Adds a listener for TreeWillExpand events.,;javax.swing.JTree.addTreeWillExpandListener(TreeWillExpandListener),;1
addUnencodedNativeForFlavor,1,1,"Adds a mapping from the specified DataFlavor (and all DataFlavors equal to the specified DataFlavor) to the specified String native. Unlike getNativesForFlavor, the mapping will only be established in one direction, and the native will not be encoded. To establish a two-way mapping, call addFlavorForUnencodedNative as well. The new mapping will be of lower priority than any existing mapping. This method has no effect if a mapping from the specified or equal DataFlavor to the specified String native already exists.",";java.awt.datatransfer.SystemFlavorMap.addUnencodedNativeForFlavor(DataFlavor,String)",;1
addUnicodeLocaleAttribute,1,1,"Adds a unicode locale attribute, if not already present, otherwise has no effect. The attribute must not be null and must be well-formed or an exception is thrown.",;java.util.Locale.Builder.addUnicodeLocaleAttribute(String),;1
addWindowFocusListener,1,1,"Adds the specified window focus listener to receive window events from this window. If l is null, no exception is thrown and no action is performed. Refer to AWT Threading Issues for details on AWT's threading model.",;java.awt.Window.addWindowFocusListener(WindowFocusListener),;1
addWindowListener,1,1,"Adds the specified window listener to receive window events from this window. If l is null, no exception is thrown and no action is performed. Refer to AWT Threading Issues for details on AWT's threading model.",;java.awt.Window.addWindowListener(WindowListener),;1
addWindowStateListener,1,1,"Adds the specified window state listener to receive window events from this window. If l is null, no exception is thrown and no action is performed. Refer to AWT Threading Issues for details on AWT's threading model.",;java.awt.Window.addWindowStateListener(WindowStateListener),;1
adjustAllocation,1,1,"Adjusts the allocation given to the view to be a suitable allocation for a text field. If the view has been allocated more than the preferred span vertically, the allocation is changed to be centered vertically. Horizontally the view is adjusted according to the horizontal alignment property set on the associated JTextField (if that is the type of the hosting component).",;javax.swing.text.FieldView.adjustAllocation(Shape),;1
adjustForGravity,1,1,"Adjusts the x, y, width, and height fields to the correct values depending on the constraint geometry and pads. This method should only be used internally by GridBagLayout.",";java.awt.GridBagLayout.adjustForGravity(GridBagConstraints,Rectangle)",;1
AdjustForGravity,1,1,This method is obsolete and supplied for backwards compatibility only; new code should call adjustForGravity instead. This method is the same as adjustForGravity; refer to adjustForGravity for details on parameters.,";java.awt.GridBagLayout.AdjustForGravity(GridBagConstraints,Rectangle)",;1
adjustmentValueChanged,1,1,Handles the adjustmentValueChanged event by invoking the adjustmentValueChanged methods on listener-a and listener-b.,;java.awt.AWTEventMulticaster.adjustmentValueChanged(AdjustmentEvent),;1
adjustRow,1,1,"Adjusts the given row if possible to fit within the layout span. By default this will try to find the highest break weight possible nearest the end of the row. If a forced break is encountered, the break will be positioned there.",";javax.swing.text.FlowView.FlowStrategy.adjustRow(FlowView,int,int,int)",;1
adjustSizes,1,1,Adjust a specified array of sizes by a given amount.,";javax.swing.SizeRequirements.adjustSizes(int,SizeRequirements[])",;1
adjustVisibility,1,1,"Scrolls the associated view (if necessary) to make the caret visible. Since how this should be done is somewhat of a policy, this method can be reimplemented to change the behavior. By default the scrollRectToVisible method is called on the associated component.",;javax.swing.text.DefaultCaret.adjustVisibility(Rectangle),;1
afterExecute,1,1,"Method invoked upon completion of execution of the given Runnable. This method is invoked by the thread that executed the task. If non-null, the Throwable is the uncaught RuntimeException or Error that caused execution to terminate abruptly. This implementation does nothing, but may be customized in subclasses. Note: To properly nest multiple overridings, subclasses should generally invoke super.afterExecute at the beginning of this method. Note: When actions are enclosed in tasks (such as FutureTask) either explicitly or via methods such as submit, these task objects catch and maintain computational exceptions, and so they do not cause abrupt termination, and the internal exceptions are not passed to this method. If you would like to trap both kinds of failures in this method, you can further probe for such cases, as in this sample subclass that prints either the direct cause or the underlying exception if a task has been aborted: class ExtendedExecutor extends ThreadPoolExecutor { // ... protected void afterExecute(Runnable r, Throwable t) { super.afterExecute(r, t); if (t == null &amp;&amp; r instanceof Future&lt;?&gt;) { try { Object result = ((Future&lt;?&gt;) r).get(); } catch (CancellationException ce) { t = ce; } catch (ExecutionException ee) { t = ee.getCause(); } catch (InterruptedException ie) { Thread.currentThread().interrupt(); // ignore/reset } } if (t != null) System.out.println(t); } }",";java.util.concurrent.ThreadPoolExecutor.afterExecute(Runnable,Throwable)",;1
afterMarshal,1,1,"Callback method invoked after marshalling source to XML. This method is invoked after source and all its descendants have been marshalled. Note that if the class of source defines its own afterMarshal method, the class specific callback method is invoked just before this method is invoked.",;javax.xml.bind.Marshaller.Listener.afterMarshal(Object),;1
afterOffset,1,1,"Creates a TextHitInfo at the specified offset, associated with the character after the offset.",;java.awt.font.TextHitInfo.afterOffset(int),;1
afterUnmarshal,1,1,"Callback method invoked after unmarshalling XML data into target. This method is invoked after all the properties (except IDREF) are unmarshalled into target, but before target is set into its parent object. Note that if the class of target defines its own afterUnmarshal method, the class specific callback method is invoked before this method is invoked.",";javax.xml.bind.Unmarshaller.Listener.afterUnmarshal(Object,Object)",;1
